pid,Name,Pos,DraftPick,Age,Team,Season,GP,GS,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,BA,PF,Pts,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,PER,EWA,ORtg,DRtg,OWS,DWS,WS,WS/48,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,OVR,POT,HGT,STRE,SPD,JMP,ENDU,INS,DNK,FT,FG,TP,OIQ,DIQ,DRB,PSS,REB
10,Nick Johnson,PG,42,25,MIA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,33,48.8,59,59.6,50,38.6,38,51.8,56.6,20,40.4,31.4,51.2,51.2,32.6
20,Thanasis Antetokounmpo,SF,51,25,PHX,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,42,48,52.4,50,69.2,53.6,38.6,70.4,51.8,56.6,20,29.6,40.4,27.2,33.2,56.6
30,Jordan McRae,SG,58,26,TOR,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,54,44,47.6,59.6,46.4,56,45.2,56,57.8,56,48.8,46.4,45.8,40.4,50.6,36.2
95,P.J. Hairston,SG,26,25,CLE,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,54,41,53,57.2,51.2,54.8,44,53,64.4,54.8,59,44,42.8,44,28.4,39.8
99,K.J. McDaniels,SG,32,24,ATL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,44,60.2,49.4,62,68,44.6,63.2,60.2,50,45.8,41,46.4,41,32,49.4
133,Kyle Korver,SG,52,36,DET,2017,82,0,12.99922040747818,2.048780487804878,5.097560975609756,40.19138755980861,0.8170731707317073,2.4146341463414633,33.83838383838384,0.7073170731707317,0.7317073170731707,96.66666666666667,0.13414634146341464,1.0975609756097562,1.2317073170731707,0.5609756097560976,0.7560975609756098,0.25609756097560976,0.06097560975609756,0.36585365853658536,1.3048780487804879,5.621951219512195,0.45121951219512196,0.7926829268292683,56.92307692307692,0.32926829268292684,0.6341463414634146,51.92307692307692,0.45121951219512196,1.2560975609756098,35.922330097087375,7.06143811442785,-1.4588207580080015,96.73705901130137,114.1922428873403,-0.513978454275997,0.5649267553245737,0.05094830104857673,0.0022942449470735532,51.86768676867687,47.36842105263158,14.354066985645932,1.142885660774762,9.065903397418502,5.1656944729004515,6.189858008953693,0.9483678540134115,0.4176343133964224,6.975697569756976,20.15732665222447,0.2682926829268293,57,57,48,44,56,62,65,50,66.2,78.8,68,74.6,53,32.6,36.2,51.2,21.2
145,Kris Humphries,PF,14,32,UTA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,56,68,56,47,60.8,20,65.6,54.2,63.8,58.4,44.6,48.2,68,32,80
158,Joe Johnson,GF,10,36,SAS,2017,82,82,28.425368534439997,4.634146341463414,11.182926829268293,41.43947655398037,1.8658536585365855,5.097560975609756,36.60287081339713,1.9146341463414633,2.2195121951219514,86.26373626373626,0.7926829268292683,3.0365853658536586,3.8292682926829267,2.9146341463414633,1.853658536585366,0.4634146341463415,0.45121951219512196,0.7926829268292683,1.5853658536585367,13.048780487804878,1.329268292682927,2.158536585365854,61.5819209039548,0.6341463414634146,1.5731707317073171,40.310077519379846,0.8048780487804879,2.3536585365853657,34.196891191709845,12.39134987156332,1.7546308475199024,105.3671112922468,118.12239769939791,1.2348077514545688,0.15162470539631256,1.3864324568508812,0.02855091281089724,53.65667749829502,45.58342420937841,19.84732824427481,3.0156200197477427,12.151563809401154,7.468077031030082,17.11766889377608,0.8060894719885272,1.4825595110649141,7.622256990412002,21.322975661642722,-4.865853658536586,61,61,48,53.6,63.2,66.2,68,58.4,52.4,69.2,62.6,63.2,57.8,35,57.2,53,38
160,Jason Terry,G,10,40,BOS,2017,81,0,12.874462426986785,1.962962962962963,4.518518518518518,43.442622950819676,0.654320987654321,1.8024691358024691,36.3013698630137,0.6666666666666666,0.7530864197530864,88.52459016393442,0.20987654320987653,0.6790123456790124,0.8888888888888888,1.0493827160493827,0.6790123456790124,0.4074074074074074,0.024691358024691357,0.25925925925925924,0.5432098765432098,5.246913580246914,0.5555555555555556,0.8641975308641975,64.28571428571429,0.2222222222222222,0.49382716049382713,45,0.5308641975308642,1.3580246913580247,39.09090909090909,10.583521423095945,-0.06909814799729683,105.31184118928385,112.01736206010963,0.462028573687867,0.8209867700444533,1.2830153437323202,0.059055311488944114,54.09326952448834,39.89071038251366,16.666666666666668,1.8611031585897813,5.775281462005065,3.8589939136587934,11.972132616053951,1.5346797610561025,0.17667761470318524,7.000305467874962,18.358493119554076,2.1358024691358026,55,55,30,29.6,63.2,51.2,54.8,48.8,50,69.2,61.4,64.4,56,41.6,57.8,53.6,27.8
170,Anthony Tolliver,F,,32,PHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,56,68,60.2,65,50,39.8,53.6,58.4,64.4,47.6,21.8,27.2,47.6,20
