pid,Name,Pos,DraftPick,Age,Team,Season,GP,GS,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,BA,PF,Pts,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,PER,EWA,ORtg,DRtg,OWS,DWS,WS,WS/48,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,OVR,POT,HGT,STRE,SPD,JMP,ENDU,INS,DNK,FT,FG,TP,OIQ,DIQ,DRB,PSS,REB
23,Kostas Papanikolaou,F,48,25,WAS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,51,50,35,50,56,44,47,59.6,35,47,40.4,38,32,38,44
88,Dewayne Dedmon,C,,26,NYK,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,66,68,48.2,62,60.2,48.8,66.8,29,47,24.8,39.2,57.2,51.8,30.8,71
108,Jusuf Nurkic,C,16,21,PHX,2015,82,0,31.89932604062398,3.8658536585365852,8.573170731707316,45.092460881934564,0,0,0,1.7560975609756098,3.158536585365854,55.5984555984556,2.341463414634146,5.609756097560975,7.951219512195122,0.7804878048780488,2.524390243902439,0.6341463414634146,0.9146341463414634,0.5121951219512195,2.7195121951219514,9.487804878048781,1.8780487804878048,3.524390243902439,53.28719723183391,1.8048780487804879,4.341463414634147,41.57303370786517,0.18292682926829268,0.7073170731707317,25.862068965517242,7.246623323540534,-3.4911750794153913,0,0,0,0,0,0,47.61555033294164,0,36.8421052631579,0,0,0,3.8079478329806706,0,0,12.668918918918918,16.935824172216225,-4.646341463414634,48,63,62,71,38,56,68,65.6,59.6,20,38,29,41.6,54.8,38,33.2,74
119,Pero Antic,FC,,33,POR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,62,61.4,41.6,41.6,54.8,42.2,40.4,54.8,54.8,54.8,43.4,44,38.6,38.6,66.2
132,Louis Williams,SG,45,29,MIN,2015,82,82,31.153791895323433,5.719512195121951,12.865853658536585,44.45497630331754,2.1951219512195124,5.609756097560975,39.130434782608695,2.548780487804878,2.792682926829268,91.26637554585153,0.35365853658536583,1.9878048780487805,2.341463414634146,2.231707317073171,1.1585365853658536,0.8414634146341463,0.2073170731707317,0.8292682926829268,1.1585365853658536,16.182926829268293,1.5731707317073171,2.475609756097561,63.54679802955665,0.7317073170731707,1.548780487804878,47.24409448818898,1.2195121951219512,3.231707317073171,37.735849056603776,14.911475928109603,4.48541478498529,0,0,0,0,0,0,57.40811241088115,43.60189573459716,21.70616113744076,0,0,0,11.251302313508479,0,0,4.109849795805357,21.134500373504398,-0.0975609756097561,61,61,25,50,71,62,72.8,56.6,62,68,61.4,69.8,60.8,43.4,72.2,44,34.4
133,Kyle Korver,SG,52,34,DET,2015,82,0,27.66151880951022,4.5,10.048780487804878,44.78155339805825,2.097560975609756,4.829268292682927,43.43434343434343,1.6951219512195121,1.8902439024390243,89.6774193548387,0.8902439024390244,2.8292682926829267,3.7195121951219514,0.9634146341463414,1.548780487804878,1.170731707317073,0.3780487804878049,0.5975609756097561,1.3780487804878048,12.792682926829269,0.9878048780487805,1.646341463414634,60,0.6585365853658537,1.5609756097560976,42.1875,0.7560975609756098,2.0121951219512195,37.57575757575758,13.573352572955962,2.7745732140960775,0,0,0,0,0,0,58.78726742882761,48.05825242718446,18.810679611650485,0,0,0,5.653252604229687,0,0,7.117238287379511,19.53437842495985,-0.524390243902439,59,59,48,58.4,57.8,58.4,74,53.6,53.6,75.8,60.2,78.8,54.2,50,38,45.2,38
154,Andray Blatche,FC,49,29,SAS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,62,41,42.8,53.6,51.2,56,66.8,62,57.8,42.2,42.2,54.2,35,35,68.6
158,Joe Johnson,SF,10,34,SAS,2015,82,82,25.664931085534057,4.7073170731707314,10.365853658536585,45.411764705882355,1.6341463414634145,4.2073170731707314,38.84057971014493,2.158536585365854,2.4878048780487805,86.76470588235294,0.8902439024390244,2.7195121951219514,3.6097560975609757,2.207317073170732,1.646341463414634,0.4024390243902439,0.4878048780487805,0.6097560975609756,2.2439024390243905,13.207317073170731,1.524390243902439,2.402439024390244,63.45177664974619,0.7926829268292683,1.6951219512195121,46.76258992805755,0.7560975609756098,2.0609756097560976,36.68639053254438,14.01203586945006,2.941757214673623,0,0,0,0,0,0,57.62109474759513,40.588235294117645,24,0,0,0,14.422245659391882,0,0,7.1826849408359585,22.264593032759766,-1.024390243902439,61,61,48,53.6,63.2,66.2,68,58.4,52.4,69.2,62.6,63.2,57.8,35,57.2,53,38
160,Jason Terry,G,10,38,WAS,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,29,29.6,63.2,51.2,54.8,48.8,50,69.2,61.4,64.4,56,41.6,57.8,53.6,27.8
162,Kevin Garnett,FC,5,39,PHI,2015,64,0,6.030176600832284,0.921875,1.65625,55.660377358490564,0,0,0,0.34375,0.40625,84.61538461538461,0.640625,1.359375,2,0.265625,0.4375,0.21875,0.53125,0.09375,0.5625,2.1875,0.296875,0.40625,73.07692307692308,0.15625,0.390625,40,0.46875,0.859375,54.54545454545455,17.22220543344748,0.9480785201749304,0,0,0,0,0,0,59.60490463215259,0,24.528301886792452,0,0,0,6.569149464675269,0,0,11.920980926430518,16.288542586806408,1.6875,55,55,66,74,53,68,62,54.8,56.6,63.8,66.2,23,41,46.4,41,45.2,74
