pid,Name,Pos,DraftPick,Age,Team,Season,GP,GS,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,BA,PF,Pts,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,PER,EWA,ORtg,DRtg,OWS,DWS,WS,WS/48,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,OVR,POT,HGT,STRE,SPD,JMP,ENDU,INS,DNK,FT,FG,TP,OIQ,DIQ,DRB,PSS,REB
5,Sam Dekker,SG,,23,SAS,2017,84,2,17.051467452822855,2.380952380952381,5.369047619047619,44.34589800443459,0.75,2.0357142857142856,36.8421052631579,0.8214285714285714,1.3928571428571428,58.97435897435897,0.7738095238095238,2.3095238095238093,3.0833333333333335,0.5,0.7738095238095238,0.5714285714285714,0.17857142857142858,0.42857142857142855,1.369047619047619,6.333333333333333,0.6785714285714286,1.1666666666666667,58.16326530612245,0.6785714285714286,1.369047619047619,49.56521739130435,0.27380952380952384,0.7976190476190477,34.32835820895522,8.379120438404449,-1.2090687126511106,101.14609195004032,111.66547746518611,-0.029339509794995496,1.2360996447029777,1.2067601349079822,0.04044093107266609,52.93743034548638,37.91574279379157,25.942350332594234,4.9522318535535526,14.916638202603023,9.911596758213122,4.483076310773308,1.6475877214452024,0.9769378277386604,6.467919121159051,17.22315762641597,-2.7738095238095237,57,62,56,50,53.6,47,68,50,62,29,53.6,55.4,51.2,51.2,56,42.2,43.4
10,Nick Johnson,PG,42,25,MIA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,33,48.8,59,59.6,50,38.6,38,51.8,56.6,20,40.4,31.4,51.2,51.2,32.6
11,Walter Tavares,C,43,25,BOS,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,78,46.4,32,35,51.2,38.6,47,51.8,50,20,28.4,44,27.2,27.2,56.6
12,Markel Brown,SG,44,25,MIA,2017,1,0,3.8130841121495327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.783258309860514,-0.039888666538050274,0,112.64034202129102,0,-0.00027513181723621855,-0.00027513181723621855,-0.0034634240522676924,0,0,0,0,0,0,0,0,0,0,11.223365990132315,-1,30,33,33,46.4,38,39.2,47.6,38.6,38,51.8,56.6,39.8,35,40.4,27.2,33.2,32.6
13,Dwight Powell,F,45,26,BKN,2017,82,31,23.52352309417274,3.1341463414634148,7.073170731707317,44.310344827586206,0.9634146341463414,2.6951219512195124,35.74660633484163,1.3780487804878048,1.8048780487804879,76.35135135135135,1.6219512195121952,4.780487804878049,6.402439024390244,0.8048780487804879,1.329268292682927,0.6463414634146342,1.0975609756097562,0.4878048780487805,1.5853658536585367,8.609756097560975,1.0365853658536586,1.7804878048780488,58.21917808219178,0.6951219512195121,1.5975609756097562,43.51145038167939,0.43902439024390244,1,43.90243902439025,10.984098062832157,-0.012208440226550168,0,0,0,0,0,0,54.71850198412698,38.10344827586207,25.517241379310345,0,0,0,0,0,0,8.448040674603174,0,-1.2195121951219512,56,58,58,64,68,65,63,39,60,48,51,53,43,35,31,49,77
15,Russ Smith,SG,47,26,PHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,22,34.4,70.4,50,53.6,38.6,41,51.8,56.6,47,42.8,37.4,45.2,41,32.6
18,Cameron Bairstow,FC,49,27,MIN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,59,49.4,38,39.2,53.6,50,41,56,56.6,47,41.6,36.8,35,33.2,56.6
20,Thanasis Antetokounmpo,SF,51,25,PHX,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,48,52.4,50,69.2,53.6,38.6,70.4,51.8,56.6,20,29.6,40.4,27.2,33.2,56.6
49,Justin Anderson,GF,,24,DAL,2017,78,0,9.837847659822762,1.3076923076923077,2.6923076923076925,48.57142857142857,0.44871794871794873,1.205128205128205,37.234042553191486,0.5256410256410257,0.6794871794871795,77.35849056603773,0.2692307692307692,1.2820512820512822,1.5512820512820513,0.28205128205128205,0.23076923076923078,0.34615384615384615,0.11538461538461539,0.1282051282051282,0.6794871794871795,3.58974358974359,0.5897435897435898,0.9102564102564102,64.78873239436619,0.1282051282051282,0.28205128205128205,45.45454545454545,0.14102564102564102,0.2948717948717949,47.82608695652174,10.302714283373742,-0.06025377607920032,0,0,0,0,0,0,60.00342876735814,44.76190476190476,25.238095238095237,0,0,0,0,0,0,3.8573632779015945,0,-0.7564102564102564,51,55,44,50,50,50,62,24,80,59,46,56,42,47,51,38,45
58,Rakeem Christmas,PF,,26,MIA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,56,58.4,52.4,47,59,46.4,49.4,43.4,45.2,22.4,36.8,53.6,44,33.2,56.6
