pid,Name,Pos,DraftPick,Age,Team,Season,GP,GS,Min,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,BA,PF,Pts,AtRimFG,AtRimFGA,AtRimFGP,LowPostFG,LowPostFGA,LowPostFGP,MidRangeFG,MidRangeFGA,MidRangeFGP,PER,EWA,ORtg,DRtg,OWS,DWS,WS,WS/48,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,+/-,OVR,POT,HGT,STRE,SPD,JMP,ENDU,INS,DNK,FT,FG,TP,OIQ,DIQ,DRB,PSS,REB
10,Nick Johnson,PG,42,25,MIA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,43,33,48.8,59,59.6,50,38.6,38,51.8,56.6,20,40.4,31.4,51.2,51.2,32.6
11,Walter Tavares,C,43,25,BOS,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,37,78,46.4,32,35,51.2,38.6,47,51.8,50,20,28.4,44,27.2,27.2,56.6
12,Markel Brown,SG,44,25,MIA,2017,1,0,3.8130841121495327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.783258309860514,-0.039888666538050274,0,112.64034202129102,0,-0.00027513181723621855,-0.00027513181723621855,-0.0034634240522676924,0,0,0,0,0,0,0,0,0,0,11.223365990132315,-1,30,33,33,46.4,38,39.2,47.6,38.6,38,51.8,56.6,39.8,35,40.4,27.2,33.2,32.6
15,Russ Smith,SG,47,26,PHI,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,22,34.4,70.4,50,53.6,38.6,41,51.8,56.6,47,42.8,37.4,45.2,41,32.6
18,Cameron Bairstow,FC,49,27,MIN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,59,49.4,38,39.2,53.6,50,41,56,56.6,47,41.6,36.8,35,33.2,56.6
20,Thanasis Antetokounmpo,SF,51,25,PHX,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,48,52.4,50,69.2,53.6,38.6,70.4,51.8,56.6,20,29.6,40.4,27.2,33.2,56.6
56,Jordan Mickey,PF,,23,TOR,2017,21,0,17.495821542415076,2.0476190476190474,4.761904761904762,43,0,0,0,1.7142857142857142,2.142857142857143,80,1,2.4761904761904763,3.4761904761904763,0.6190476190476191,1.0952380952380953,0.6190476190476191,0.6666666666666666,0.2857142857142857,2.0476190476190474,5.809523809523809,1.1428571428571428,1.619047619047619,70.58823529411765,0.47619047619047616,1.4761904761904763,32.25806451612903,0.42857142857142855,1.6666666666666667,25.714285714285715,12.558964448570917,0.15485632368204327,94.77741420720687,118.23590156068887,-0.03987848856448648,-0.2652108437286868,-0.3050893322931733,-0.03985791942098645,50.91819699499165,0,45,5.841643766124335,17.000038821397695,10.971347307717707,6.359220020875033,1.744368288792719,2.6569212505514788,9.599332220367279,17.061715306028912,-11.095238095238095,44,54,52,45.2,51.2,48.8,48.8,59,61.4,29.6,47.6,21.8,40.4,51.2,45.2,35,51.8
58,Rakeem Christmas,PF,,26,MIA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,56,58.4,52.4,47,59,46.4,49.4,43.4,45.2,22.4,36.8,53.6,44,33.2,56.6
79,Mitch McGary,FC,21,25,TOR,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,47,59,50,20,53,57.8,33.2,74.6,20,56,36.2,40.4,41,53,38,62.6
91,Deandre Daniels,SF,37,25,OKC,2017,76,1,10.823436519513155,0.8026315789473685,2.3684210526315788,33.888888888888886,0.07894736842105263,0.5789473684210527,13.636363636363637,0.47368421052631576,0.6578947368421053,72,0.7236842105263158,1.5921052631578947,2.3157894736842106,0.14473684210526316,0.5263157894736842,0.3026315789473684,0.18421052631578946,0.11842105263157894,0.8421052631578947,2.1578947368421053,0.34210526315789475,0.5921052631578947,57.77777777777778,0.10526315789473684,0.19736842105263158,53.333333333333336,0.27631578947368424,1,27.63157894736842,3.8922200402038274,-2.163357375785928,85.0282852164841,112.46941277139511,-1.0246139425240959,0.666643960802682,-0.3579699817214139,-0.0208885878193586,40.59405940594059,24.444444444444443,27.77777777777778,7.345217763301773,16.532283922733104,11.886367880965212,1.780071856728274,1.3560999507496998,1.5658505304517667,9.900990099009901,12.530513883598555,-3.8157894736842106,40,44,52,36.8,48.8,44,53.6,38,36.8,55.4,53,54.2,39.2,41.6,32,32,45.8
95,P.J. Hairston,SG,26,25,BKN,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,41,53,57.2,51.2,54.8,44,53,64.4,54.8,59,44,42.8,44,28.4,39.8
98,Adreian Payne,PF,15,26,TOR,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,51,56,54.2,53,48.8,44.6,63.2,57.2,59,56,33.2,41,41,38,29,56.6
99,K.J. McDaniels,SG,32,24,ATL,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,56,44,60.2,49.4,62,68,44.6,63.2,60.2,50,45.8,41,46.4,41,32,49.4
114,Dante Exum,PG,5,22,ATL,2017,32,2,17.934418701211428,2.25,6.1875,36.36363636363637,0.1875,1.15625,16.216216216216218,1.71875,2.21875,77.46478873239437,0.5625,2.125,2.6875,2.3125,1.1875,0.59375,0.03125,0.40625,0.90625,6.40625,1.09375,2.03125,53.84615384615385,0.40625,1,40.625,0.5625,2,28.125,12.09976647525519,0.25120697238010986,92.35311647701732,110.3508171006571,-0.2265489293208139,0.11712338162066072,-0.1094255477001532,-0.009152140600974294,44.71296457860757,18.68686868686869,35.85858585858586,3.299136131644176,13.298532873447954,8.136758304475954,20.42825527583748,1.6431166594868052,0.1250060633369211,8.2882568487175,20.325347703546612,-3.625,57,67,44,50,66.8,63.8,65,45.8,56,62,50,55.4,51.2,41,54.2,50,36.8
133,Kyle Korver,SG,52,36,DET,2017,82,0,18.94697313812279,3.926829268292683,8.707317073170731,45.09803921568628,1.1219512195121952,2.682926829268293,41.81818181818182,1.7073170731707317,1.975609756097561,86.41975308641975,0.5,2.0365853658536586,2.5365853658536586,1.0731707317073171,0.7439024390243902,0.4024390243902439,0.18292682926829268,0.6097560975609756,1.1219512195121952,10.682926829268293,1.2195121951219512,1.853658536585366,65.78947368421052,0.4146341463414634,0.9146341463414634,45.333333333333336,1.170731707317073,3.2560975609756095,35.95505617977528,20.9447840549969,6.458729361086011,110.93771519058824,105.09656149570469,3.20703996768992,1.4265859590936136,4.633625926783534,0.14315565744422143,55.77628361858191,30.81232492997199,22.689075630252102,2.916921553029446,11.505012629308077,7.28002596786461,9.038376254131745,1.0467940703876844,0.6878063431956614,3.8839649551752244,23.46776941751014,1.8658536585365855,57,57,48,44,56,62,65,50,66.2,78.8,68,74.6,53,32.6,36.2,51.2,21.2
144,Brandon Bass,SF,33,32,HOU,2017,54,0,12.492855149739126,1.5185185185185186,2.7037037037037037,56.16438356164384,0,0,0,1.2037037037037037,1.3703703703703705,87.83783783783784,0.6666666666666666,2.3703703703703702,3.037037037037037,0.8518518518518519,0.7777777777777778,0.42592592592592593,0.25925925925925924,0.2222222222222222,1.1481481481481481,4.2407407407407405,0.9259259259259259,1.462962962962963,63.29113924050633,0.5185185185185185,1,51.851851851851855,0.07407407407407407,0.24074074074074073,30.76923076923077,18.268933059728862,2.085983041072025,114.93623757211037,104.86553971139749,1.2065758580369574,0.6276210486959052,1.8341969067328625,0.1305063759154573,64.12410394265233,0,50.68493150684932,5.745535302643512,21.50745107516915,13.423741082650249,10.804478363706636,1.7076357355593126,1.4981370269281629,11.760752688172042,14.351692688266125,-1.1296296296296295,57,57,52,63.2,63.2,70.4,59,50,60.8,62,41,32,46.4,53,61.4,41,66.2
145,Kris Humphries,PF,14,32,UTA,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,56,68,56,47,60.8,20,65.6,54.2,63.8,58.4,44.6,48.2,68,32,80
